rating.explicit	9144	1362062838	{"rating":6}	{"subject":"user:3462","object":"movie:1411238"}
rating.explicit	93	1362063653	{"rating":5}	{"subject":"user:32","object":"movie:0118799"}
rating.explicit	7727	1362063906	{"rating":8}	{"subject":"user:2933","object":"movie:1003052"}
rating.explicit	1665	1362066071	{"rating":2}	{"subject":"user:559","object":"movie:1568338"}
rating.explicit	8882	1362067888	{"rating":6}	{"subject":"user:3363","object":"movie:1648179"}
rating.explicit	8885	1362067909	{"rating":9}	{"subject":"user:3363","object":"movie:1853728"}
rating.explicit	9791	1362068477	{"rating":8}	{"subject":"user:3742","object":"movie:0099685"}
rating.explicit	6038	1362068726	{"rating":10}	{"subject":"user:2174","object":"movie:1707386"}
rating.explicit	6770	1362069634	{"rating":4}	{"subject":"user:2492","object":"movie:0970179"}
rating.explicit	6471	1362069674	{"rating":5}	{"subject":"user:2362","object":"movie:0373283"}
rating.explicit	6764	1362069687	{"rating":9}	{"subject":"user:2492","object":"movie:0372784"}
rating.explicit	6768	1362069763	{"rating":10}	{"subject":"user:2492","object":"movie:0468569"}
rating.explicit	2479	1362070263	{"rating":8}	{"subject":"user:829","object":"movie:0970179"}
rating.explicit	3829	1362071541	{"rating":6}	{"subject":"user:1340","object":"movie:0091670"}
rating.explicit	8025	1362073460	{"rating":5}	{"subject":"user:3007","object":"movie:1492959"}
rating.explicit	8014	1362073524	{"rating":6}	{"subject":"user:3007","object":"movie:0083624"}
rating.explicit	9078	1362075683	{"rating":7}	{"subject":"user:3438","object":"movie:0875034"}
rating.explicit	9079	1362075748	{"rating":7}	{"subject":"user:3438","object":"movie:0887912"}
rating.explicit	9082	1362075791	{"rating":8}	{"subject":"user:3438","object":"movie:1054606"}
rating.explicit	9083	1362075844	{"rating":7}	{"subject":"user:3438","object":"movie:1055369"}
rating.explicit	9081	1362076573	{"rating":10}	{"subject":"user:3438","object":"movie:1010048"}
rating.explicit	9074	1362076641	{"rating":8}	{"subject":"user:3438","object":"movie:0468569"}
rating.explicit	9076	1362076721	{"rating":8}	{"subject":"user:3438","object":"movie:0493464"}
rating.explicit	9066	1362077097	{"rating":8}	{"subject":"user:3438","object":"movie:0382932"}
rating.explicit	9070	1362077249	{"rating":8}	{"subject":"user:3438","object":"movie:0419887"}
rating.explicit	9180	1362079293	{"rating":6}	{"subject":"user:3480","object":"movie:0315824"}
rating.explicit	8830	1362082654	{"rating":4}	{"subject":"user:3342","object":"movie:1433822"}
rating.explicit	6769	1362083018	{"rating":6}	{"subject":"user:2492","object":"movie:0762125"}
rating.explicit	3202	1362086758	{"rating":10}	{"subject":"user:1094","object":"movie:0054331"}
rating.explicit	817	1362087725	{"rating":6}	{"subject":"user:293","object":"movie:1446192"}
rating.explicit	8322	1362088356	{"rating":8}	{"subject":"user:3124","object":"movie:2091473"}
